Date,Total Adults in Shelter,Total Children in Shelter,Total Individuals in Shelter,Single Adult Men in Shelter,Single Adult Women in Shelter,Total Single Adults in Shelter,Families with Children in Shelter,Adults in Families with Children in Shelter,Children in Families with Children in Shelter,Total Individuals in Families with Children in Shelter ,Adult Families in Shelter,Easter,Thanksgiving,Christmas
12/26/2019,38220,21473,59693,12277,4584,16861,12036,16125,21473,2489,5234,0,0,0
12/27/2019,38035,21367,59402,12212,4584,16796,11966,16027,21367,2478,5212,0,0,0
12/28/2019,37987,21302,59289,12245,4570,16815,11921,15976,21302,2470,5196,0,0,0
12/29/2019,38014,21263,59277,12280,4582,16862,11902,15955,21263,2471,5197,0,0,0
12/30/2019,38081,21266,59347,12311,4606,16917,11910,15967,21266,2471,5197,0,0,0
12/31/2019,37705,21322,59027,11965,4543,16508,11931,15992,21322,2474,5205,0,0,0
1/1/2020,38026,21352,59378,12213,4569,16782,11947,16016,21352,2485,5228,0,0,0
1/2/2020,38039,21341,59380,12213,4584,16797,11943,16014,21341,2485,5228,0,0,0
1/3/2020,37963,21288,59251,12159,4586,16745,11914,15979,21288,2489,5239,0,0,0
1/4/2020,37952,21292,59244,12162,4569,16731,11915,15987,21292,2487,5234,0,0,0
1/5/2020,38174,21367,59541,12293,4606,16899,11957,16050,21367,2483,5225,0,0,0
1/6/2020,38171,21327,59498,12327,4611,16938,11934,16007,21327,2483,5226,0,0,0
1/7/2020,38236,21347,59583,12353,4635,16988,11946,16022,21347,2485,5226,0,0,0
1/8/2020,38272,21354,59626,12383,4633,17016,11967,16045,21354,2476,5211,0,0,0
1/9/2020,38356,21457,59813,12391,4656,17047,12017,16102,21457,2475,5207,0,0,0
1/10/2020,38204,21443,59647,12308,4619,16927,12011,16082,21443,2469,5195,0,0,0
1/11/2020,38212,21471,59683,12323,4607,16930,12024,16096,21471,2464,5186,0,0,0
1/12/2020,38281,21493,59774,12383,4636,17019,12023,16092,21493,2458,5170,0,0,0
1/13/2020,38368,21479,59847,12403,4638,17041,12018,16095,21479,2488,5232,0,0,0
1/14/2020,38490,21512,60002,12440,4664,17104,12044,16135,21512,2495,5251,0,0,0
1/15/2020,38400,21505,59905,12404,4658,17062,12031,16115,21505,2481,5223,0,0,0
1/16/2020,38418,21497,59915,12411,4674,17085,12028,16115,21497,2479,5218,0,0,0
1/17/2020,38400,21467,59867,12392,4675,17067,12012,16092,21467,2490,5241,0,0,0
1/18/2020,38368,21422,59790,12400,4695,17095,11989,16065,21422,2474,5208,0,0,0
1/19/2020,38415,21422,59837,12423,4700,17123,11990,16074,21422,2478,5218,0,0,0
1/20/2020,38465,21404,59869,12477,4701,17178,11974,16051,21404,2486,5236,0,0,0
1/21/2020,38512,21445,59957,12490,4722,17212,11987,16070,21445,2483,5230,0,0,0
1/22/2020,38469,21419,59888,12469,4738,17207,11966,16040,21419,2482,5222,0,0,0
1/23/2020,38464,21399,59863,12455,4728,17183,11966,16035,21399,2493,5246,0,0,0
1/24/2020,38330,21356,59686,12391,4691,17082,11946,16015,21356,2489,5233,0,0,0
1/25/2020,38367,21362,59729,12424,4709,17133,11951,16032,21362,2471,5202,0,0,0
1/26/2020,38431,21372,59803,12482,4721,17203,11957,16034,21372,2467,5194,0,0,0
1/27/2020,38466,21370,59836,12484,4734,17218,11952,16031,21370,2478,5217,0,0,0
1/28/2020,38458,21295,59753,12510,4741,17251,11921,15987,21295,2480,5220,0,0,0
1/29/2020,38405,21300,59705,12488,4731,17219,11926,15977,21300,2475,5209,0,0,0
1/30/2020,38374,21268,59642,12504,4731,17235,11903,15927,21268,2476,5212,0,0,0
1/31/2020,38216,21278,59494,12401,4677,17078,11904,15939,21278,2469,5199,0,0,0
2/1/2020,38161,21237,59398,12396,4668,17064,11879,15911,21237,2463,5186,0,0,0
2/2/2020,38231,21252,59483,12454,4680,17134,11881,15921,21252,2458,5176,0,0,0
2/3/2020,38222,21251,59473,12417,4689,17106,11881,15914,21251,2470,5202,0,0,0
2/4/2020,37932,20906,58838,12409,4717,17126,11639,15635,20906,2456,5171,0,0,0
2/5/2020,38032,20941,58973,12479,4711,17190,11662,15665,20941,2457,5177,0,0,0
2/6/2020,38023,20939,58962,12471,4696,17167,11674,15678,20939,2458,5178,0,0,0
2/7/2020,37967,20902,58869,12448,4690,17138,11659,15656,20902,2454,5173,0,0,0
2/8/2020,37971,20854,58825,12464,4704,17168,11623,15598,20854,2468,5205,0,0,0
2/9/2020,38043,20871,58914,12505,4700,17205,11639,15627,20871,2471,5211,0,0,0
2/10/2020,38018,20854,58872,12503,4701,17204,11619,15601,20854,2472,5213,0,0,0
2/11/2020,38032,20868,58900,12522,4702,17224,11627,15613,20868,2463,5195,0,0,0
2/12/2020,38013,20850,58863,12504,4710,17214,11613,15592,20850,2470,5207,0,0,0
2/13/2020,38042,20874,58916,12527,4712,17239,11624,15603,20874,2467,5200,0,0,0
2/14/2020,37969,20837,58806,12482,4680,17162,11614,15600,20837,2471,5207,0,0,0
2/15/2020,38019,20831,58850,12518,4688,17206,11618,15602,20831,2473,5211,0,0,0
2/16/2020,38034,20813,58847,12547,4692,17239,11614,15597,20813,2467,5198,0,0,0
2/17/2020,38077,20796,58873,12566,4717,17283,11603,15592,20796,2470,5202,0,0,0
2/18/2020,38078,20774,58852,12576,4711,17287,11597,15574,20774,2476,5217,0,0,0
2/19/2020,38000,20742,58742,12580,4703,17283,11566,15536,20742,2459,5181,0,0,0
2/20/2020,37989,20730,58719,12603,4693,17296,11554,15511,20730,2459,5182,0,0,0
2/21/2020,37926,20744,58670,12560,4683,17243,11561,15511,20744,2453,5172,0,0,0
2/22/2020,37973,20764,58737,12562,4666,17228,11583,15557,20764,2461,5188,0,0,0
2/23/2020,38026,20748,58774,12582,4690,17272,11579,15557,20748,2466,5197,0,0,0
2/24/2020,37996,20700,58696,12579,4697,17276,11552,15521,20700,2467,5199,0,0,0
2/25/2020,37972,20683,58655,12584,4694,17278,11539,15495,20683,2466,5199,0,0,0
2/26/2020,37853,20654,58507,12521,4690,17211,11516,15454,20654,2461,5188,0,0,0
2/27/2020,37879,20664,58543,12579,4681,17260,11516,15437,20664,2458,5182,0,0,0
2/28/2020,37814,20661,58475,12533,4659,17192,11519,15444,20661,2455,5178,0,0,0
2/29/2020,37790,20690,58480,12535,4660,17195,11519,15448,20690,2441,5147,0,0,0
3/1/2020,37799,20652,58451,12552,4683,17235,11498,15425,20652,2436,5139,0,0,0
3/2/2020,37786,20631,58417,12530,4675,17205,11488,15415,20631,2448,5166,0,0,0
3/3/2020,37804,20638,58442,12539,4683,17222,11472,15405,20638,2455,5177,0,0,0
3/4/2020,37744,20597,58341,12524,4679,17203,11441,15354,20597,2460,5187,0,0,0
3/5/2020,37681,20542,58223,12529,4662,17191,11428,15323,20542,2451,5167,0,0,0
3/6/2020,37606,20480,58086,12496,4658,17154,11409,15280,20480,2452,5172,0,0,0
3/7/2020,37606,20499,58105,12453,4661,17114,11426,15309,20499,2457,5183,0,0,0
3/8/2020,37680,20478,58158,12522,4660,17182,11418,15305,20478,2462,5193,0,0,0
3/9/2020,37688,20453,58141,12527,4660,17187,11410,15280,20453,2476,5221,0,0,0
3/10/2020,37667,20453,58120,12527,4664,17191,11414,15286,20453,2461,5190,0,0,0
3/11/2020,37653,20465,58118,12519,4663,17182,11416,15276,20465,2463,5195,0,0,0
3/12/2020,37684,20488,58172,12561,4656,17217,11423,15291,20488,2457,5176,0,0,0
3/13/2020,37532,20458,57990,12493,4627,17120,11408,15277,20458,2437,5135,0,0,0
3/14/2020,37452,20467,57919,12436,4600,17036,11406,15281,20467,2438,5135,0,0,0
3/15/2020,37529,20492,58021,12488,4637,17125,11408,15278,20492,2433,5126,0,0,0
3/16/2020,37480,20401,57881,12506,4628,17134,11357,15210,20401,2437,5136,0,0,0
3/17/2020,37503,20421,57924,12511,4626,17137,11373,15228,20421,2438,5138,0,0,0
3/18/2020,37492,20372,57864,12537,4619,17156,11344,15189,20372,2442,5147,0,0,0
3/19/2020,37455,20358,57813,12528,4618,17146,11317,15158,20358,2444,5151,0,0,0
3/20/2020,37303,20352,57655,12413,4610,17023,11310,15148,20352,2433,5132,0,0,0
3/21/2020,37353,20351,57704,12462,4598,17060,11319,15163,20351,2432,5130,0,0,0
3/22/2020,37478,20358,57836,12539,4616,17155,11332,15175,20358,2441,5148,0,0,0
3/23/2020,37520,20383,57903,12579,4608,17187,11355,15199,20383,2435,5134,0,0,0
3/24/2020,37567,20406,57973,12565,4603,17168,11387,15242,20406,2446,5157,0,0,0
3/25/2020,37603,20372,57975,12573,4619,17192,11400,15260,20372,2444,5151,0,0,0
3/26/2020,37604,20371,57975,12574,4612,17186,11412,15267,20371,2445,5151,0,0,0
3/27/2020,37562,20357,57919,12562,4578,17140,11430,15285,20357,2439,5137,0,0,0
3/28/2020,37667,20347,58014,12622,4614,17236,11437,15301,20347,2436,5130,0,0,0
3/29/2020,37680,20362,58042,12618,4621,17239,11441,15303,20362,2440,5138,0,0,0
3/30/2020,37708,20347,58055,12635,4635,17270,11437,15299,20347,2441,5139,0,0,0
3/31/2020,37757,20341,58098,12677,4629,17306,11433,15298,20341,2448,5153,0,0,0
4/1/2020,37728,20330,58058,12659,4617,17276,11436,15301,20330,2446,5151,0,0,0
4/2/2020,37674,20265,57939,12673,4618,17291,11398,15254,20265,2435,5129,0,0,0
4/3/2020,37709,20273,57982,12680,4617,17297,11414,15266,20273,2444,5146,0,0,0
4/4/2020,37698,20280,57978,12681,4618,17299,11409,15262,20280,2440,5137,0,0,0
4/5/2020,37747,20274,58021,12695,4631,17326,11406,15262,20274,2450,5159,0,0,0
4/6/2020,37702,20278,57980,12669,4609,17278,11414,15270,20278,2448,5154,0,0,0
4/7/2020,37716,20266,57982,12686,4617,17303,11399,15253,20266,2450,5160,0,0,0
4/8/2020,37667,20254,57921,12694,4631,17325,11351,15192,20254,2445,5150,0,0,0
4/9/2020,37621,20221,57842,12692,4633,17325,11329,15175,20221,2433,5121,0,0,0
4/10/2020,37577,20185,57762,12658,4636,17294,11318,15161,20185,2433,5122,0,0,0
4/11/2020,37591,20181,57772,12667,4622,17289,11334,15179,20181,2431,5123,0,0,0
4/12/2020,37606,20170,57776,12667,4626,17293,11352,15188,20170,2432,5125,1,0,0
4/13/2020,37664,20181,57845,12693,4635,17328,11371,15219,20181,2428,5117,0,0,0
4/14/2020,37536,20109,57645,12643,4621,17264,11332,15163,20109,2425,5109,0,0,0
4/15/2020,37493,20091,57584,12637,4628,17265,11312,15137,20091,2415,5091,0,0,0
4/16/2020,37478,20023,57501,12720,4662,17382,11230,15032,20023,2402,5064,0,0,0
4/17/2020,37455,20003,57458,12786,4638,17424,11163,14971,20003,2401,5060,0,0,0
4/18/2020,37503,19998,57501,12810,4649,17459,11165,14974,19998,2407,5070,0,0,0
4/19/2020,37456,19991,57447,12781,4628,17409,11164,14971,19991,2410,5076,0,0,0
4/20/2020,37403,19965,57368,12766,4608,17374,11149,14955,19965,2409,5074,0,0,0
4/21/2020,37333,19949,57282,12714,4608,17322,11143,14947,19949,2404,5064,0,0,0
4/22/2020,37386,19976,57362,12779,4595,17374,11155,14964,19976,2396,5048,0,0,0
4/23/2020,37336,19948,57284,12753,4608,17361,11129,14930,19948,2395,5045,0,0,0
4/24/2020,37247,19891,57138,12702,4617,17319,11103,14890,19891,2393,5038,0,0,0
4/25/2020,37222,19899,57121,12702,4614,17316,11108,14891,19899,2381,5015,0,0,0
4/26/2020,37311,19892,57203,12782,4630,17412,11098,14883,19892,2381,5016,0,0,0
4/27/2020,37308,19861,57169,12805,4623,17428,11087,14859,19861,2383,5021,0,0,0
4/28/2020,37239,19858,57097,12774,4601,17375,11089,14861,19858,2373,5003,0,0,0
4/29/2020,37148,19819,56967,12764,4594,17358,11065,14829,19819,2351,4961,0,0,0
4/30/2020,37084,19792,56876,12753,4546,17299,11064,14824,19792,2351,4961,0,0,0
5/1/2020,36955,19750,56705,12703,4499,17202,11030,14771,19750,2361,4982,0,0,0
5/2/2020,36907,19762,56669,12654,4477,17131,11047,14793,19762,2364,4983,0,0,0
5/3/2020,36915,19730,56645,12685,4484,17169,11032,14771,19730,2357,4975,0,0,0
5/4/2020,36972,19749,56721,12710,4493,17203,11038,14783,19749,2364,4986,0,0,0
5/5/2020,36941,19726,56667,12734,4496,17230,11028,14767,19726,2342,4944,0,0,0
5/6/2020,37006,19760,56766,12748,4529,17277,11040,14788,19760,2341,4941,0,0,0
5/7/2020,36932,19760,56692,12711,4517,17228,11033,14773,19760,2337,4931,0,0,0
5/8/2020,37038,19707,56745,12809,4531,17340,11011,14748,19707,2345,4950,0,0,0
5/9/2020,37061,19710,56771,12800,4542,17342,11013,14754,19710,2351,4965,0,0,0
5/10/2020,37096,19706,56802,12826,4536,17362,11015,14753,19706,2358,4981,0,0,0
5/11/2020,37099,19700,56799,12810,4561,17371,11014,14750,19700,2356,4978,0,0,0
5/12/2020,36987,19649,56636,12788,4539,17327,10990,14715,19649,2340,4945,0,0,0
5/13/2020,36952,19676,56628,12744,4516,17260,11014,14747,19676,2341,4945,0,0,0
5/14/2020,36924,19628,56552,12790,4501,17291,10978,14700,19628,2335,4933,0,0,0
5/15/2020,36876,19616,56492,12745,4493,17238,10976,14698,19616,2337,4940,0,0,0
5/16/2020,36889,19598,56487,12775,4488,17263,10960,14681,19598,2340,4945,0,0,0
5/17/2020,36937,19574,56511,12815,4504,17319,10948,14669,19574,2342,4949,0,0,0
5/18/2020,36933,19528,56461,12830,4499,17329,10942,14657,19528,2342,4947,0,0,0
5/19/2020,36948,19566,56514,12825,4503,17328,10956,14677,19566,2339,4943,0,0,0
5/20/2020,36975,19559,56534,12872,4510,17382,10953,14674,19559,2328,4919,0,0,0
5/21/2020,36934,19546,56480,12871,4506,17377,10930,14637,19546,2328,4920,0,0,0
5/22/2020,36888,19552,56440,12819,4496,17315,10946,14659,19552,2325,4914,0,0,0
5/23/2020,36870,19494,56364,12821,4523,17344,10918,14611,19494,2325,4915,0,0,0
5/24/2020,36844,19490,56334,12810,4510,17320,10919,14612,19490,2325,4912,0,0,0
5/25/2020,36871,19522,56393,12813,4501,17314,10938,14639,19522,2328,4918,0,0,0
5/26/2020,36883,19541,56424,12811,4506,17317,10942,14642,19541,2332,4924,0,0,0
5/27/2020,36892,19550,56442,12830,4512,17342,10949,14641,19550,2324,4909,0,0,0
5/28/2020,36870,19485,56355,12860,4504,17364,10923,14608,19485,2319,4898,0,0,0
5/29/2020,36842,19472,56314,12841,4495,17336,10922,14609,19472,2319,4897,0,0,0
5/30/2020,36753,19414,56167,12797,4502,17299,10887,14566,19414,2315,4888,0,0,0
5/31/2020,36873,19410,56283,12891,4522,17413,10887,14569,19410,2317,4891,0,0,0
6/1/2020,36916,19403,56319,12957,4501,17458,10885,14564,19403,2319,4894,0,0,0
6/2/2020,36918,19409,56327,12983,4492,17475,10888,14567,19409,2311,4876,0,0,0
6/3/2020,36880,19369,56249,12972,4501,17473,10859,14528,19369,2312,4879,0,0,0
6/4/2020,36856,19329,56185,12993,4504,17497,10840,14498,19329,2304,4861,0,0,0
6/5/2020,36852,19249,56101,13031,4479,17510,10809,14451,19249,2318,4891,0,0,0
6/6/2020,36766,19256,56022,12958,4478,17436,10810,14446,19256,2314,4884,0,0,0
6/7/2020,36766,19256,56022,12958,4478,17436,10810,14446,19256,2314,4884,0,0,0
6/8/2020,36851,19265,56116,13021,4472,17493,10821,14477,19265,2312,4881,0,0,0
6/9/2020,36836,19246,56082,13035,4465,17500,10813,14471,19246,2305,4865,0,0,0
6/10/2020,36811,19224,56035,13033,4481,17514,10796,14447,19224,2297,4850,0,0,0
6/11/2020,36788,19240,56028,13001,4501,17502,10802,14451,19240,2290,4835,0,0,0
6/12/2020,36737,19224,55961,12956,4497,17453,10797,14439,19224,2295,4845,0,0,0
6/13/2020,36734,19238,55972,12935,4478,17413,10805,14453,19238,2306,4868,0,0,0
6/14/2020,36794,19237,56031,12993,4491,17484,10801,14448,19237,2303,4862,0,0,0
6/15/2020,36814,19256,56070,13012,4467,17479,10800,14444,19256,2318,4891,0,0,0
6/16/2020,36814,19256,56070,13012,4467,17479,10800,14444,19256,2318,4891,0,0,0
6/17/2020,36717,19195,55912,13052,4442,17494,10774,14394,19195,2286,4829,0,0,0
6/18/2020,36640,19170,55810,13054,4387,17441,10755,14365,19170,2289,4834,0,0,0
6/19/2020,36647,19136,55783,13031,4466,17497,10725,14332,19136,2282,4818,0,0,0
6/20/2020,36641,19133,55774,13028,4471,17499,10722,14328,19133,2281,4814,0,0,0
6/21/2020,36638,19131,55769,12991,4493,17484,10727,14338,19131,2281,4816,0,0,0
6/22/2020,36687,19170,55857,13010,4485,17495,10742,14365,19170,2287,4827,0,0,0
6/23/2020,36689,19152,55841,13009,4478,17487,10745,14370,19152,2289,4832,0,0,0
6/24/2020,36614,19045,55659,13045,4492,17537,10675,14276,19045,2273,4801,0,0,0
6/25/2020,36605,19018,55623,13035,4492,17527,10681,14279,19018,2272,4799,0,0,0
6/26/2020,36530,18983,55513,12985,4487,17472,10662,14261,18983,2271,4797,0,0,0
6/27/2020,36530,18983,55513,12985,4487,17472,10662,14261,18983,2271,4797,0,0,0
6/28/2020,36556,18984,55540,13056,4467,17523,10657,14256,18984,2261,4777,0,0,0
6/29/2020,36565,18980,55545,13080,4466,17546,10658,14260,18980,2253,4759,0,0,0
6/30/2020,36562,18991,55553,13066,4464,17530,10664,14260,18991,2260,4772,0,0,0
7/1/2020,36559,19001,55560,13038,4453,17491,10677,14286,19001,2264,4782,0,0,0
7/2/2020,36486,18987,55473,13005,4453,17458,10670,14266,18987,2254,4762,0,0,0
7/3/2020,36433,18940,55373,13013,4451,17464,10641,14226,18940,2245,4743,0,0,0
7/4/2020,36268,18967,55235,12825,4437,17262,10655,14247,18967,2253,4759,0,0,0
7/5/2020,36445,18957,55402,13015,4439,17454,10653,14241,18957,2249,4750,0,0,0
7/6/2020,36555,18949,55504,13067,4481,17548,10658,14243,18949,2254,4764,0,0,0
7/7/2020,36468,18926,55394,13086,4451,17537,10633,14198,18926,2239,4733,0,0,0
7/8/2020,36471,18906,55377,13099,4463,17562,10621,14171,18906,2243,4738,0,0,0
7/9/2020,36505,18951,55456,13102,4466,17568,10652,14211,18951,2237,4726,0,0,0
7/10/2020,36557,18930,55487,13152,4486,17638,10641,14195,18930,2236,4724,0,0,0
7/11/2020,36547,18913,55460,13151,4462,17613,10636,14194,18913,2244,4740,0,0,0
7/12/2020,36495,18867,55362,13117,4486,17603,10602,14151,18867,2243,4741,0,0,0
7/13/2020,36477,18858,55335,13136,4465,17601,10590,14130,18858,2245,4746,0,0,0
7/14/2020,36472,18895,55367,13108,4470,17578,10617,14168,18895,2235,4726,0,0,0
7/15/2020,36333,18918,55251,12933,4481,17414,10638,14195,18918,2234,4724,0,0,0
7/16/2020,36447,18874,55321,13089,4476,17565,10612,14159,18874,2235,4723,0,0,0
7/17/2020,36393,18854,55247,13070,4461,17531,10601,14156,18854,2228,4706,0,0,0
7/18/2020,36358,18802,55160,13061,4477,17538,10568,14106,18802,2232,4714,0,0,0
7/19/2020,36409,18825,55234,13081,4478,17559,10577,14127,18825,2235,4723,0,0,0
7/20/2020,36438,18820,55258,13112,4479,17591,10579,14126,18820,2234,4721,0,0,0
7/21/2020,36462,18834,55296,13128,4488,17616,10593,14137,18834,2227,4709,0,0,0
7/22/2020,36464,18820,55284,13168,4474,17642,10585,14118,18820,2225,4704,0,0,0
7/23/2020,36405,18801,55206,13120,4487,17607,10574,14102,18801,2222,4696,0,0,0
7/24/2020,36362,18761,55123,13113,4461,17574,10568,14099,18761,2220,4689,0,0,0
7/25/2020,36376,18758,55134,13114,4466,17580,10565,14099,18758,2225,4697,0,0,0
7/26/2020,36388,18730,55118,13145,4486,17631,10547,14076,18730,2217,4681,0,0,0
7/27/2020,36359,18717,55076,13130,4489,17619,10537,14067,18717,2214,4673,0,0,0
7/28/2020,36355,18724,55079,13129,4481,17610,10550,14090,18724,2205,4655,0,0,0
7/29/2020,36364,18684,55048,13160,4491,17651,10527,14045,18684,2212,4668,0,0,0
7/30/2020,36374,18716,55090,13141,4508,17649,10542,14062,18716,2208,4663,0,0,0
7/31/2020,36212,18718,54930,13048,4486,17534,10529,14040,18718,2195,4638,0,0,0
8/1/2020,36156,18654,54810,13049,4481,17530,10486,13982,18654,2198,4644,0,0,0
8/2/2020,36248,18708,54956,13072,4496,17568,10524,14032,18708,2200,4648,0,0,0
8/3/2020,36306,18672,54978,13118,4503,17621,10508,14006,18672,2214,4679,0,0,0
8/4/2020,36268,18675,54943,13104,4497,17601,10507,14011,18675,2203,4656,0,0,0
8/5/2020,36241,18627,54868,13096,4498,17594,10488,13972,18627,2213,4675,0,0,0
8/6/2020,36276,18669,54945,13148,4481,17629,10508,13987,18669,2205,4660,0,0,0
8/7/2020,36205,18633,54838,13117,4485,17602,10490,13955,18633,2199,4648,0,0,0
8/8/2020,36139,18623,54762,13085,4475,17560,10486,13943,18623,2194,4636,0,0,0
8/9/2020,36222,18619,54841,13140,4496,17636,10483,13945,18619,2196,4641,0,0,0
8/10/2020,36230,18611,54841,13116,4514,17630,10480,13937,18611,2206,4663,0,0,0
8/11/2020,36154,18583,54737,13092,4532,17624,10473,13923,18583,2181,4607,0,0,0
8/12/2020,36268,18639,54907,13148,4546,17694,10491,13949,18639,2189,4625,0,0,0
8/13/2020,36227,18614,54841,13155,4529,17684,10479,13931,18614,2183,4612,0,0,0
8/14/2020,36142,18587,54729,13091,4520,17611,10469,13909,18587,2189,4622,0,0,0
8/15/2020,36174,18590,54764,13128,4516,17644,10468,13895,18590,2195,4635,0,0,0
8/16/2020,36263,18613,54876,13192,4521,17713,10480,13915,18613,2195,4635,0,0,0
8/17/2020,36216,18521,54737,13225,4526,17751,10430,13853,18521,2184,4612,0,0,0
8/18/2020,36141,18521,54662,13145,4518,17663,10431,13859,18521,2187,4619,0,0,0
8/19/2020,36233,18550,54783,13177,4531,17708,10466,13896,18550,2193,4629,0,0,0
8/20/2020,36256,18535,54791,13224,4547,17771,10449,13874,18535,2183,4611,0,0,0
8/21/2020,36193,18517,54710,13205,4527,17732,10434,13851,18517,2184,4610,0,0,0
8/22/2020,36180,18524,54704,13190,4540,17730,10440,13860,18524,2173,4590,0,0,0
8/23/2020,36226,18523,54749,13211,4546,17757,10446,13878,18523,2172,4591,0,0,0
8/24/2020,36242,18514,54756,13221,4538,17759,10444,13881,18514,2178,4602,0,0,0
8/25/2020,36138,18463,54601,13212,4545,17757,10415,13828,18463,2154,4553,0,0,0
8/26/2020,36143,18487,54630,13220,4556,17776,10424,13843,18487,2139,4524,0,0,0
8/27/2020,36180,18517,54697,13223,4552,17775,10441,13871,18517,2144,4534,0,0,0
8/28/2020,36177,18461,54638,13231,4544,17775,10419,13839,18461,2158,4563,0,0,0
8/29/2020,36220,18457,54677,13263,4557,17820,10425,13839,18457,2157,4561,0,0,0
8/30/2020,36183,18472,54655,13230,4546,17776,10432,13847,18472,2156,4560,0,0,0
8/31/2020,36134,18436,54570,13226,4533,17759,10414,13813,18436,2158,4562,0,0,0
9/1/2020,36061,18441,54502,13239,4525,17764,10406,13790,18441,2134,4507,0,0,0
9/2/2020,36108,18515,54623,13223,4535,17758,10450,13845,18515,2132,4505,0,0,0
9/3/2020,36081,18431,54512,13240,4542,17782,10417,13793,18431,2134,4506,0,0,0
9/4/2020,36009,18404,54413,13217,4531,17748,10397,13753,18404,2134,4508,0,0,0
9/5/2020,36037,18399,54436,13248,4522,17770,10398,13756,18399,2135,4511,0,0,0
9/6/2020,35959,18372,54331,13202,4509,17711,10385,13733,18372,2136,4515,0,0,0
9/7/2020,36038,18425,54463,13235,4532,17767,10411,13769,18425,2131,4502,0,0,0
9/8/2020,36052,18425,54477,13211,4554,17765,10408,13766,18425,2140,4521,0,0,0
9/9/2020,36059,18431,54490,13263,4542,17805,10404,13763,18431,2125,4491,0,0,0
9/10/2020,36070,18417,54487,13277,4564,17841,10405,13754,18417,2118,4475,0,0,0
9/11/2020,36013,18410,54423,13236,4539,17775,10413,13759,18410,2120,4479,0,0,0
9/12/2020,36022,18449,54471,13201,4542,17743,10437,13793,18449,2124,4486,0,0,0
9/13/2020,36088,18410,54498,13283,4562,17845,10405,13743,18410,2130,4500,0,0,0
9/14/2020,36008,18360,54368,13230,4557,17787,10381,13726,18360,2127,4495,0,0,0
